version_taxref	cd_ref_taxref	phylum_taxref	classe_taxref	ordre_taxref	famille_taxref	genre_taxref	nom_valide_taxref	nom_latin_taxref	nom_vern_taxref	habitat_taxref	libelle_indigenat_taxref	indigenat_regional	synthese_reglementations_protections	PROTECTION_NAT	BARC/OSPAR	BERN/BONN	COMMERCE	DO/DHFF	AUTRE_REGL	endemisme_national_taxref	complement_endemisme	statut_presence_regionale	rarete_regionale	presence_d24	presence_d33	presence_d40	presence_d47	presence_d64	presence_d19	presence_d23	presence_d87	presence_d16	presence_d17	presence_d79	presence_d86	enjeu_regional_conservation	statuts_biologiques_specifiques	resume_menace_metropole	categorie_lr_metropole	annee_lr_metropole	resume_menace_na	categorie_lr_aquitaine	annee_lr_aquitaine	categorie_lr_limousin	annee_lr_limousin	categorie_lr_poitou_charente	annee_lr_poitou_charente	determinante_aquitaine	determinante_pc	determinante_limousin	sensibilite_donnees
18.0	60831	Chordata	Mammalia	Carnivora	Viverridae	Genetta	"Genetta genetta (Linnaeus, 1758)"	"Genetta genetta"	"Genette commune, Genette"	Terrestre	"Introduit établi ou possiblement établi"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. V)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2020			LC	2018			Stricte	
18.0	60577	Chordata	Mammalia	Carnivora	Canidae	Canis	"Canis lupus Linnaeus, 1758"	"Canis lupus"	"Loup gris, Loup"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A, Ann. B)"	"DHFF (Ann. II, Ann. IV)"	"REGL_intro_UE (Art. 1)"		"Non endémique"	Occ	"Non évaluée"	Occ	Da	Da	Da	Occ	Occ	Occ	Occ	Occ	Da	Da	Occ	"Non applicable"		Menacée	VU	2017	Autre	NA	2020			RE	2018				Stricte
18.0	60630	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	"Lutra lutra (Linnaeus, 1758)"	"Lutra lutra"	"Loutre d'Europe, Loutre commune, Loutre"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2020			LC	2018	Stricte	Stricte	Stricte	"Sous conditions"
18.0	60704	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	"Mustela lutreola (Linnaeus, 1761)"	"Mustela lutreola"	"Vison d'Europe, Vison, Petite loutre, Putois d'eau"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pb	Pr	Ab	Ab	Ab	Pr	Pr	Pb	Ab	Majeur		Menacée	CR	2017	Menacée	CR	2020			CR	2018	Stricte	Stricte		Stricte
18.0	60826	Chordata	Mammalia	Carnivora	Ursidae	Ursus	"Ursus arctos Linnaeus, 1758"	"Ursus arctos"	"Ours brun, Ours"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A, Ann. B)"	"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1), REGL_intro_UE (Art. 1)"		"Non endémique"	Pr	Rare	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Majeur		Menacée	CR	2017	Menacée	CR	2020					Stricte			Stricte
18.0	61153	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus	"Sciurus vulgaris Linnaeus, 1758"	"Sciurus vulgaris"	"Écureuil roux"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2017	"Non menacée"	LC	2020			LC	2018				
18.0	61212	Chordata	Mammalia	Rodentia	Castoridae	Castor	"Castor fiber Linnaeus, 1758"	"Castor fiber"	"Castor d'Eurasie, Castor, Castor d'Europe"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Assez rare"	Ab	Ab	Ab	Ab	Pr	Ab	Pr	Pr	Ab	Ab	Pr	Pr	Notable		"Non menacée"	LC	2017	Menacée	NA	2020			EN	2018		Stricte	Stricte	"Sous conditions"
18.0	61258	Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	"Arvicola sapidus Miller, 1908"	"Arvicola sapidus"	"Campagnol amphibie, Rat d'eau"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	PN	"PN_Mamm_terretres (Art. 2)"							"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	NT	2017	Menacée	NT	2020			EN	2018	Stricte	Stricte	Stricte	
18.0	292	Chordata	Amphibia	Anura	Hylidae	Hyla	"Hyla meridionalis Böttger, 1874"	"Hyla meridionalis"	"Rainette méridionale (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Ab	Modéré		"Non menacée"	LC	2015	"Non menacée"	LC	2013			LC	2016			Stricte	
18.0	61636	Chordata	Mammalia	Rodentia	Gliridae	Muscardinus	"Muscardinus avellanarius (Linnaeus, 1758)"	"Muscardinus avellanarius"	Muscardin	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez rare"	Occ	Ab	Sa	Ab	Ab	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Autre		"Non menacée"	LC	2017	Autre	DD	2020			DD	2018	Stricte	Stricte	Stricte	
18.0	65133	Arthropoda	Insecta	Odonata	Coenagrionidae	Coenagrion	"Coenagrion mercuriale (Charpentier, 1840)"	"Coenagrion mercuriale"	"Agrion de Mercure"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 3)"		"BERN (Ann. II)"		"DHFF (Ann. II)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2016	"Non menacée"	LC	2016	LC	2018	NT	2018	Stricte	Stricte	Stricte	
18.0	65231	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	"Gomphus graslinii Rambur, 1842"	"Gomphus graslinii"	"Gomphe de Graslin (Le), Gomphe à cercoïdes fourchus (Le)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Ai	Sa	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2016	"Non menacée"	LC	2016	DD	2018	NT	2018	Stricte	Stricte	Stricte	
18.0	65234	Arthropoda	Insecta	Odonata	Gomphidae	Stylurus	"Stylurus flavipes (Charpentier, 1825)"	"Stylurus flavipes"	"Gomphe à pattes jaunes (Le)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très rare"	Ab	Occ	Pr	Ab	Pr	Ab	Ab	Ai	Pr	Ab	Ab	Pr	Fort		"Non menacée"	LC	2016	Menacée	VU	2016			VU	2018	Stricte	Stricte		
18.0	65243	Arthropoda	Insecta	Odonata	Gomphidae	Ophiogomphus	"Ophiogomphus cecilia (Geoffroy in Fourcroy, 1785)"	"Ophiogomphus cecilia"	"Gomphe serpentin, Cécile"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Occ	Ai	Ab	Ab	"Non applicable"		"Non menacée"	LC	2016	"Non évaluée"										
18.0	3601	Chordata	Aves	Piciformes	Picidae	Picus	"Picus canus Gmelin, 1788"	"Picus canus"	"Pic cendré"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"		"DO (Ann. I)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	Rare	Occ	Occ	Ai	Ai	Ai	Occ	Occ	Occ	Pr	Pr	Pb	Pr	Fort	NPr,HO	Menacée	EN	2016	Menacée					CR	2018		"Sous conditions"	Stricte	
18.0	65356	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia	"Leucorrhinia pectoralis (Charpentier, 1825)"	"Leucorrhinia pectoralis"	"Leucorrhine à gros thorax (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Rare	Ab	Pr	Pr	Pb	Ab	Ab	Pr	Sa	Da	Occ	Pr	Pr	"Très fort"		"Non menacée"	NT	2016	Menacée	VU	2016	DD	2018	EN	2018	Stricte	Stricte	Stricte	
18.0	65361	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia	"Leucorrhinia caudalis (Charpentier, 1840)"	"Leucorrhinia caudalis"	"Leucorrhine à large queue (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très rare"	Ab	Pr	Pr	Ab	Ab	Ab	Ab	Sa	Da	Ab	Ab	Pr	Fort		"Non menacée"	LC	2016	Menacée	EN	2016	RE	2018	CR	2018	Stricte	Stricte	Stricte	
18.0	65366	Arthropoda	Insecta	Odonata	Libellulidae	Leucorrhinia	"Leucorrhinia albifrons (Burmeister, 1839)"	"Leucorrhinia albifrons"	"Leucorrhine à front blanc (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pr	Pb	Acc	Ab	Ab	Pr	Pr	Ab	Ab	Majeur		"Non menacée"	NT	2016	Menacée	NT	2016	NA	2018	CR	2018	Stricte	Stricte		
18.0	65381	Arthropoda	Insecta	Odonata	Corduliidae	Oxygastra	"Oxygastra curtisii (Dale, 1834)"	"Oxygastra curtisii"	"Cordulie à corps fin (La), Oxycordulie à corps fin (L')"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2016	"Non menacée"	LC	2016	NT	2018	NT	2018	Stricte	Stricte	Stricte	
18.0	65384	Arthropoda	Insecta	Odonata	Macromiidae	Macromia	"Macromia splendens (Pictet, 1843)"	"Macromia splendens"	"Cordulie splendide (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Insectes  (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Très rare"	Pr	Pr	Pb	Pr	Ab	Ab	Ab	Ab	Pr	Pr	Ab	Ab	"Très fort"		Menacée	VU	2016	Menacée	EN	2016			EN	2018	Stricte	Stricte		
18.0	77381	Chordata		Chelonii	Emydidae	Emys	"Emys orbicularis (Linnaeus, 1758)"	"Emys orbicularis"	"Cistude d'Europe (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Occ	Pr	Fort		"Non menacée"	LC	2015	"Non menacée"	NT	2013			NT	2016	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	77490	Chordata		Squamata	Anguidae	Anguis	"Anguis fragilis Linnaeus, 1758"	"Anguis fragilis"	"Orvet fragile (L')"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2015	Menacée	VU	2013			EN	2016	"Sous conditions"	Stricte		
18.0	77412	Chordata		Chelonii	Geoemydidae	Mauremys	"Mauremys leprosa (Schweigger, 1812)"	"Mauremys leprosa"	"Émyde lépreuse (L')"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	"Introduite non établie"	"PN, RE, RI, RN"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Pr	"Non évaluée"	Acc	Pr	Pr	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non applicable"		Menacée	VU	2015	Autre	NA	2013								
18.0	77600	Chordata		Squamata	Lacertidae	Lacerta	"Lacerta agilis Linnaeus, 1758"	"Lacerta agilis"	"Lézard des souches (Le), Lézard des souches, Lézard agile"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Rare	Ab	Ab	Ab	Ab	Ab	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Modéré		"Non menacée"	NT	2015	"Non évaluée"									Stricte	
18.0	77619	Chordata		Squamata	Lacertidae	Lacerta	"Lacerta bilineata Daudin, 1802"	"Lacerta bilineata"	"Lézard vert, Lézard à deux raies (Le), Lézard vert occidental"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2015	"Non menacée"	LC	2013			LC	2016				
18.0	77756	Chordata		Squamata	Lacertidae	Podarcis	"Podarcis muralis (Laurenti, 1768)"	"Podarcis muralis"	"Lézard des murailles (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2015	"Non menacée"	LC	2013			LC	2016				
18.0	77871	Chordata		Squamata	Scincidae	Chalcides	"Chalcides striatus (Cuvier, 1829)"	"Chalcides striatus"	"Seps strié (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pb	"Non évaluée"	Ab	Ai	Pb	Ab	Ab	Ab	Ab	Ab	Ab	Sa	Ab	Ab	Autre		"Non menacée"	LC	2015	Autre	DD	2013			DD	2016	"Sous conditions"	"Sous conditions"		Stricte
18.0	77949	Chordata		Squamata	Colubridae	Hierophis	"Hierophis viridiflavus (Lacepède, 1789)"	"Hierophis viridiflavus"	"Couleuvre verte et jaune (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2015	"Non menacée"	LC	2013			LC	2016				
18.0	77955	Chordata		Squamata	Colubridae	Coronella	"Coronella austriaca Laurenti, 1768"	"Coronella austriaca"	"Coronelle lisse (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2015	Menacée	VU	2013			EN	2016	"Sous conditions"	Stricte		
18.0	77963	Chordata		Squamata	Colubridae	Coronella	"Coronella girondica (Daudin, 1803)"	"Coronella girondica"	"Coronelle girondine (La), Coronelle bordelaise"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Pr	Ab	Ab	Fort		"Non menacée"	LC	2015	Menacée	NT	2013			EN	2016	"Sous conditions"	"Sous conditions"	Stricte	
18.0	78048	Chordata		Squamata	Natricidae	Natrix	"Natrix maura (Linnaeus, 1758)"	"Natrix maura"	"Couleuvre vipérine (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	NT	2015	Menacée	VU	2013			VU	2016				
18.0	78130	Chordata		Squamata	Viperidae	Vipera	"Vipera aspis (Linnaeus, 1758)"	"Vipera aspis"	"Vipère aspic (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"				Subendémique	"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2015	Menacée	VU	2013			VU	2016		Stricte		
18.0	78141	Chordata		Squamata	Viperidae	Vipera	"Vipera berus (Linnaeus, 1758)"	"Vipera berus"	"Vipère péliade (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	Rare	Ab	Ab	Ab	Ab	Ab	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Fort		Menacée	VU	2015	"Non évaluée"									Stricte	
18.0	79273	Chordata		Squamata	Lacertidae	Timon	"Timon lepidus (Daudin, 1802)"	"Timon lepidus"	"Lézard ocellé (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Assez rare"	Pr	Pr	Pr	Pr	Ab	Pr	Ab	Ab	Pr	Pr	Ab	Ab	"Très fort"		Menacée	VU	2015	Menacée	EN	2013			CR	2016	Stricte	"Sous conditions"	Stricte	Stricte
18.0	79278	Chordata		Squamata	Lacertidae	Zootoca	"Zootoca vivipara (Lichtenstein, 1823)"	"Zootoca vivipara"	"Lézard vivipare (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Notable		"Non menacée"	LC	2015	"Non menacée"	LC	2013							Stricte	
18.0	79299	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis alcathoe Helversen & Heller, 2001"	"Myotis alcathoe"	"Murin d'Alcathoe"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	NT	2019			LC	2018	Stricte		Stricte	"Sous conditions"
18.0	79300	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis brandtii (Eversmann, 1845)"	"Myotis brandtii"	"Murin de Brandt"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez rare"	Ab	Ab	Ab	Ab	Ab	Pr	Pr	Pr	Pr	Pr	Pr	Ind	Autre		"Non menacée"	LC	2017	Autre					DD	2018			Stricte	"Sous conditions"
18.0	79301	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis bechsteinii (Kuhl, 1817)"	"Myotis bechsteinii"	"Murin de Bechstein"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	NT	2017	"Non menacée"	NT	2019			NT	2018	Stricte	Stricte	Stricte	"Sous conditions"
18.0	79303	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	"Pipistrellus kuhlii (Natterer in Kuhl, 1817)"	"Pipistrellus kuhlii"	"Pipistrelle de Kuhl"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2019			NT	2018				"Sous conditions"
18.0	79305	Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	"Miniopterus schreibersii (Natterer in Kuhl, 1817)"	"Miniopterus schreibersii"	"Minioptère de Schreibers"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Majeur		Menacée	VU	2017	Menacée	EN	2019			CR	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	163463	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	"Plecotus macrobullaris Kuzyakin, 1965"	"Plecotus macrobullaris"	"Oreillard montagnard"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II)"		"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Autre		Menacée	VU	2017	Autre	DD	2019								"Sous conditions"
18.0	199425	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola	"Saxicola rubicola (Linnaeus, 1766)"	"Saxicola rubicola"	"Tarier pâtre"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort	NC,H	"Non évaluée"			"Non menacée"			LC	2015	NT	2018				
18.0	199477	Chordata	Aves	Passeriformes	Phylloscopidae	Phylloscopus	"Phylloscopus ibericus Ticehurst, 1937"	"Phylloscopus ibericus"	"Pouillot ibérique, Pouillot véloce ibérique"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	Rare	Occ	Pr	Pr	Ab	Pr	Occ	Ab	Occ	Ab	Occ	Occ	Occ	Fort	NC	Menacée	EN	2016	"Non évaluée"							"Sous conditions"			"Sous conditions"
18.0	200118	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis daubentonii (Kuhl, 1817)"	"Myotis daubentonii"	"Murin de Daubenton"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	Menacée	LC	2019			EN	2018		Stricte		"Sous conditions"
18.0	974	Chordata	Aves	Phoenicopteriformes	Podicipedidae	Podiceps	"Podiceps nigricollis Brehm, 1831"	"Podiceps nigricollis"	"Grèbe à cou noir"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III), BONN (AEWA)"					"Non endémique"	Pr	"Très rare"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	ND,H	"Non menacée"	LC	2016	Autre					NA	2018	"Sous conditions"	"Sous conditions"		
